station_id,stratum,latitude,longitude,X,Y,day_of_year
S-27,82,61.00151054,-174.8782862,290.334525,6769.165492,201.2432432
S-28,90,60.99925395,-175.5438829,254.3711441,6771.229466,203.5
S-29,90,60.99708026,-176.2804595,214.5902153,6773.976709,202.9473684
S-30,90,61.00560026,-176.9769708,177.0987438,6778.162124,204.9487179
S-31,90,61.00056541,-177.6211811,142.3176166,6780.95598,203.5405405
T-01,70,61.33541833,-168.067695,656.8841319,6803.672352,226
T-02,70,61.331825,-167.3722067,694.0920854,6805.142476,225.3333333
T-03,70,61.34191167,-166.7848767,725.414006,6808.152655,226.1666667
T-18,70,61.33097333,-168.7540733,620.1902714,6801.720826,222
T-19,70,61.33474167,-169.4534533,582.7591773,6801.05345,224
T-20,70,61.33321,-170.1668433,544.5883303,6800.18717,223.6666667
T-21,81,61.34171,-170.83643,508.7516199,6800.860492,218.4
T-22,81,61.33577667,-171.5218183,472.0756318,6800.300192,215.8333333
T-23,81,61.33795833,-172.24317,433.4804672,6801.06489,216.1666667
T-24,81,61.34677,-172.9274767,396.899699,6802.935191,215.8333333
T-25,82,61.326425,-173.5831772,361.7479659,6801.881964,199.6388889
T-26,82,61.33327306,-174.3158553,322.5946925,6804.415796,200.6944444
T-27,82,61.33212162,-174.990837,286.5027903,6806.309261,201.7297297
T-28,90,61.33235351,-175.6609419,250.6958365,6808.711761,202.7567568
T-29,90,61.33279,-176.3085276,216.1121601,6811.407228,203.5526316
T-30,90,61.33755579,-176.9681911,180.9487724,6814.98679,203.5263158
U-01,70,61.678748,-168.090588,653.9528282,6841.835168,225
U-02,70,61.66977,-167.4033767,690.3484193,6842.654392,225
U-03,70,61.65769167,-166.7399167,725.516742,6843.431423,225.8333333
U-18,70,61.66108333,-168.7923383,616.8978583,6838.407979,223.5
U-19,70,61.672364,-169.489636,579.9518848,6838.60973,223.2
U-20,70,61.669362,-170.192738,542.7389136,6837.612663,223.2
U-21,81,61.67015,-170.9074417,504.9002837,6837.438901,220.3333333
U-22,81,61.66476167,-171.5562733,470.5445319,6836.961038,215.8333333
U-23,81,61.662332,-172.301428,431.0847758,6837.253455,213.8
U-24,81,61.679826,-173.081476,389.8489028,6840.274904,210
U-25,82,61.658975,-173.6575628,359.278439,6839.063702,200.6388889
U-26,82,61.66635778,-174.4316689,318.3557368,6841.803072,200.8611111
U-27,82,61.66518703,-175.0624641,284.9869006,6843.595959,201.9189189
U-28,82,61.66921711,-175.7877721,246.6772051,6846.655766,203.8947368
U-29,90,61.66618737,-176.4594918,211.1636096,6849.119763,203.2631579
V-01,70,62.006156,-168.132936,650.1036844,6878.183094,225
V-02,70,61.987874,-167.408382,688.1250734,6878.037355,224.8
V-03,70,62.00988833,-166.6983317,725.1182341,6882.749028,224.6666667
V-18,70,61.993085,-168.8368233,613.3119561,6875.298657,222.8333333
V-19,70,62.01356,-169.5630817,575.2240196,6876.523773,223.1666667
V-20,70,61.99927833,-170.261835,538.663396,6874.319662,222.5
V-21,70,61.99704333,-170.981565,500.9656688,6873.850909,216.3333333
V-22,70,61.99933667,-171.63849,466.5572865,6874.270781,216
V-23,81,61.99927,-172.3690967,428.2925309,6874.855323,215.6666667
V-24,81,62.007105,-173.0765833,391.2728438,6876.711723,213.3333333
V-25,82,61.990195,-173.7284542,357.0752456,6876.093145,200.6944444
V-26,82,61.99964667,-174.4901303,317.2575584,6879.057283,200.8611111
V-27,82,61.9880973,-175.1468768,282.8191858,6879.797231,201.9459459
V-28,82,61.98936595,-175.8322541,246.9793311,6882.423446,202.6216216
W-01,70,62.34355167,-168.151925,647.4574136,6915.700259,223.3333333
W-02,70,62.33918667,-167.4536717,683.6120275,6917.002033,223.3333333
W-03,70,62.33780667,-166.7258733,721.267684,6919.127633,223.3333333
W-18,70,62.337522,-168.864334,610.606382,6913.607434,220.4
W-19,70,62.34691333,-169.597295,572.6290031,6913.615164,222.1666667
W-20,70,62.32903333,-170.2889467,536.8402396,6911.038124,220.8333333
W-21,70,62.342855,-171.046755,497.5786639,6912.376365,216.5
W-22,81,62.32696333,-171.7506217,461.1070828,6910.830683,216
W-23,81,62.32896,-172.43712,425.5448383,6911.654524,215.5
W-24,81,62.337746,-173.169516,387.6418327,6913.690726,210.4
W-25,81,62.332706,-173.858916,351.9281592,6914.517606,210
W-26,81,62.32919,-174.5975133,313.6778821,6916.036002,210.5
W-27,81,62.32551333,-175.2993783,277.3354122,6917.846969,210.1666667
X-01,70,62.66263333,-168.1932567,643.7736022,6951.130828,223.3333333
X-02,70,62.663172,-167.463436,681.1302588,6953.029788,223
X-03,70,62.656358,-166.743972,717.9928228,6954.499086,223.2
X-18,70,62.66427167,-168.9022667,607.4600626,6949.932032,217.8333333
X-19,70,62.66985,-169.6082,571.289136,6949.574999,219
X-20,70,62.67842333,-170.3302917,534.2945896,6949.938979,220
X-21,70,62.655532,-171.057928,497.0312793,6947.211876,220
X-22,70,62.67022,-171.817578,458.121948,6949.112402,219.6
X-23,81,62.66573,-172.4869,423.8297937,6949.22479,218.5
X-24,81,62.66717167,-173.1954883,387.5446511,6950.421684,218.8333333
X-25,81,62.66192333,-173.9306283,349.880009,6951.334126,218.1666667
X-26,81,62.660546,-174.639902,313.5646861,6953.032163,216.6
Y-01,70,63.00103833,-168.2139717,641.081755,6988.762003,220.3333333
Y-02,70,62.99471667,-167.4542783,679.564929,6989.953125,222.3333333
Y-03,70,63.00422,-166.7372633,715.7701862,6993.216013,221.8333333
Y-04,70,62.99955167,-166.027995,751.6626703,6995.277098,220.1666667
Y-18,70,62.89397667,-168.8853367,607.4871111,6975.542473,217.8333333
Y-20,70,62.95229,-170.507774,524.9730053,6980.369064,219.8
Y-21,70,62.99863167,-171.1292817,493.45125,6985.443342,220.5
Y-22,70,62.9899,-171.7982317,459.5543268,6984.714919,220.1666667
Y-23,81,63.010638,-172.594326,419.2788271,6987.775331,219.8
Y-24,81,63.003052,-173.24878,386.1226261,6987.920865,219.8
Y-25,81,62.995585,-173.9974517,348.1891917,6988.636518,220.3333333
Z-05,31,54.68498732,-165.1432059,877.3613815,6075.498932,167.4390244
ZZ-01,71,63.34777667,-168.25638,637.2841845,7027.276909,220.5
ZZ-02,71,63.32889333,-167.52865,673.7881368,7026.940868,220.1666667
ZZ-03,71,63.33673667,-166.7531833,712.5142325,7030.151206,222.3333333
ZZ-04,71,63.328835,-166.0206867,749.1861867,7031.912173,220.1666667
ZZ-05,71,63.33089,-165.308925,784.7196805,7035.107465,220.1666667
ZZ-21,70,63.259312,-171.139016,493.0210208,7014.489093,219.6
ZZ-22,70,63.296744,-171.970762,451.3295987,7019.02061,219
ZZ-23,81,63.32859333,-172.6347617,418.1338803,7023.244708,220.3333333
ZZ-24,81,63.33711833,-173.400265,379.8455752,7025.400472,220.3333333
