"LATITUDE","LONGITUDE","STATION","STRATUM","YEAR","DATETIME","BOT_DEPTH","BOT_TEMP","SURF_TEMP","VESSEL","CRUISE","HAUL","AREA_SWEPT_HA","DURATION_HR","DISTANCE_FISHED_KM"
59.34935,-168.5704,"N-18",20,2008,"24-JUN-2008 10:25AM",42,1,2,88,-630,-4170,4.9257,0.524,2.921
59.3264,-169.23261,"N-19",20,2008,"29-JUN-2008 03:44PM",50,-0.3,2.4,89,-631,-4267,4.4255,0.51,2.848
59.32014,-169.8736,"N-20",41,2008,"30-JUN-2008 07:04AM",61,-1.3,4.7,89,-631,-4268,4.4912,0.518,2.772
59.32693,-170.5334,"N-21",41,2008,"30-JUN-2008 12:02PM",68,-1.3,4.3,88,-630,-4194,5.1073,0.514,2.868
59.34895,-171.1817,"N-22",41,2008,"03-JUL-2008 12:03PM",74,-1.3,4.1,89,-631,-4285,4.9269,0.525,2.793
59.33878,-171.8499,"N-23",43,2008,"03-JUL-2008 12:42PM",79,-1,4,88,-630,-4207,4.8994,0.5,2.792
59.34304,-172.50661,"N-24",43,2008,"03-JUL-2008 09:48AM",87,-0.8,4.2,88,-630,-4206,4.9714,0.529,2.853
59.34417,-173.1329,"N-25",43,2008,"14-JUL-2008 07:13AM",100,0.8,5.5,89,-631,-4327,4.8766,0.509,2.786
59.3261,-173.7979,"N-26",62,2008,"14-JUL-2008 03:06PM",110,1.2,5.5,89,-631,-4330,5.2169,0.529,2.888
59.32194,-174.4241,"N-27",62,2008,"14-JUL-2008 03:44PM",120,1.3,5.2,88,-630,-4402,5.0725,0.498,2.761
59.33888,-175.1212,"N-28",61,2008,"22-JUL-2008 05:56PM",132,1.4,6.3,89,-631,-4371,5.1679,0.524,2.876
59.33601,-175.77119,"N-29",61,2008,"22-JUL-2008 03:26PM",136,1.6,6.7,89,-631,-4370,4.8012,0.512,2.783
59.33343,-176.4043,"N-30",61,2008,"22-JUL-2008 01:01PM",135,1.3,7.2,89,-631,-4369,4.8853,0.518,2.777
59.33669,-177.09061,"N-31",61,2008,"22-JUL-2008 10:26AM",150,2.2,7.3,89,-631,-4368,5.1165,0.522,2.856
59.65403,-167.94611,"O-01",20,2008,"23-JUN-2008 11:58AM",32,0,0,89,-631,-4242,4.2289,0.501,2.78
59.64935,-167.29221,"O-02",20,2008,"23-JUN-2008 09:28AM",31,2.3,2.3,89,-631,-4241,4.4467,0.513,2.828
59.66209,-166.6183,"O-03",20,2008,"22-JUN-2008 05:23PM",28,3.4,3.7,89,-631,-4239,4.6406,0.52,2.959
59.59718,-165.97321,"O-04",20,2008,"22-JUN-2008 02:56PM",27,3.6,3.8,89,-631,-4238,4.4284,0.521,2.836
59.67295,-168.6283,"O-18",20,2008,"24-JUN-2008 07:08AM",39,1.4,3.5,89,-631,-4245,4.1216,0.497,2.731
59.6832,-169.26421,"O-19",20,2008,"24-JUN-2008 06:46AM",47,-0.1,3.3,88,-630,-4169,4.6804,0.511,2.873
59.65726,-169.91541,"O-20",41,2008,"30-JUN-2008 09:35AM",56,-0.9,4.5,89,-631,-4269,4.7704,0.522,2.848
59.65613,-170.5769,"O-21",41,2008,"30-JUN-2008 02:25PM",66,-1.5,4.6,88,-630,-4195,5.057,0.514,2.834
59.66696,-171.2942,"O-22",41,2008,"03-JUL-2008 09:30AM",72,-1.4,4,89,-631,-4284,4.9111,0.53,2.851
59.66687,-171.9236,"O-23",43,2008,"03-JUL-2008 07:06AM",77,-1.2,4.4,89,-631,-4283,4.97,0.516,2.797
59.67789,-172.5677,"O-24",43,2008,"03-JUL-2008 07:04AM",85,-1.2,4.3,88,-630,-4205,4.9589,0.505,2.768
59.68446,-173.2757,"O-25",43,2008,"02-JUL-2008 01:08PM",94,-0.7,3.9,88,-630,-4202,5.1552,0.519,2.876
59.66098,-173.8463,"O-26",62,2008,"14-JUL-2008 05:35PM",104,0.1,4.8,89,-631,-4331,5.0249,0.508,2.771
59.6554,-174.4473,"O-27",62,2008,"14-JUL-2008 06:15PM",115,1.1,5.3,88,-630,-4403,5.1549,0.512,2.822
59.66537,-175.11571,"O-28",61,2008,"21-JUL-2008 01:11PM",126,1.3,6.1,89,-631,-4364,5.202,0.541,2.895
59.66463,-175.85561,"O-29",61,2008,"21-JUL-2008 04:05PM",137,1.4,6.8,89,-631,-4365,5.1086,0.525,2.843
59.66573,-176.5128,"O-30",61,2008,"21-JUL-2008 06:33PM",136,1.2,7.1,89,-631,-4366,5.1906,0.527,2.857
59.67598,-177.1539,"O-31",61,2008,"22-JUL-2008 07:43AM",173,2.2,7,89,-631,-4367,5.0221,0.522,2.776
59.51785,-172.90109,"ON2524",43,2008,"02-JUL-2008 03:31PM",93,-0.7,4.3,88,-630,-4203,5.1743,0.526,2.87
59.50893,-173.5,"ON2625",43,2008,"02-JUL-2008 06:16PM",103,0.4,4.3,88,-630,-4204,4.7652,0.481,2.676
59.97832,-167.9883,"P-01",20,2008,"23-JUN-2008 02:14PM",26,2.5,2.7,89,-631,-4243,4.4031,0.515,2.814
60.01101,-168.6512,"P-18",20,2008,"23-JUN-2008 04:49PM",39,1.7,2.9,89,-631,-4244,3.0032,0.359,1.968
60.01501,-169.3291,"P-19",20,2008,"23-JUN-2008 05:47PM",46,0.4,3.7,88,-630,-4168,4.6466,0.518,2.872
59.985,-169.9502,"P-20",41,2008,"30-JUN-2008 11:58AM",54,-0.9,4,89,-631,-4270,4.5865,0.505,2.789
59.98323,-170.631,"P-21",41,2008,"30-JUN-2008 04:44PM",65,-1.5,4.8,88,-630,-4196,5.2268,0.525,2.908
60.00207,-171.2664,"P-22",41,2008,"01-JUL-2008 07:22AM",69,-1.4,4.7,88,-630,-4197,5.138,0.504,2.822
60.01503,-171.9769,"P-23",43,2008,"01-JUL-2008 10:07AM",65,-1.5,4.6,88,-630,-4198,3.866,0.394,2.169
59.99324,-172.608,"P-24",43,2008,"01-JUL-2008 12:45PM",66,-1.5,4.2,88,-630,-4199,5.0719,0.519,2.86
60.01467,-173.31149,"P-25",43,2008,"15-JUL-2008 07:12AM",74,-1.2,4.3,89,-631,-4332,4.7114,0.528,2.83
59.99425,-173.97121,"P-26",43,2008,"15-JUL-2008 10:20AM",97,-0.1,5,88,-630,-4405,5.1323,0.51,2.844
60.00352,-174.59801,"P-27",62,2008,"18-JUL-2008 02:09PM",107,0.5,5,88,-630,-4421,5.0684,0.508,2.864
60.00126,-175.3019,"P-28",61,2008,"21-JUL-2008 10:04AM",118,0.9,5.6,89,-631,-4363,5.021,0.526,2.823
59.99483,-175.94949,"P-29",61,2008,"21-JUL-2008 07:30AM",130,1.2,5.9,89,-631,-4362,5.2236,0.534,2.907
60.00394,-176.7388,"P-30",61,2008,"20-JUL-2008 09:52AM",141,1,5.9,89,-631,-4358,5.1319,0.52,2.856
60.00456,-177.2328,"P-31",61,2008,"20-JUL-2008 07:45AM",137,1,6.7,89,-631,-4357,5.1789,0.52,2.802
60.0164,-177.8902,"P-32",61,2008,"19-JUL-2008 05:49PM",141,1,6.3,89,-631,-4356,4.8026,0.527,2.704
59.83537,-172.27811,"PO2423",43,2008,"02-JUL-2008 06:21PM",75,-1.2,4.6,89,-631,-4282,4.9581,0.526,2.86
59.826,-172.9355,"PO2524",43,2008,"02-JUL-2008 10:05AM",79,-1.2,3.4,88,-630,-4201,4.7933,0.494,2.69
59.83481,-173.5876,"PO2625",43,2008,"02-JUL-2008 07:12AM",95,-0.5,4.3,88,-630,-4200,5.436,0.551,3.033
59.82227,-174.26199,"PO2726",62,2008,"15-JUL-2008 07:25AM",107,0.4,5,88,-630,-4404,5.0883,0.509,2.853
60.33371,-167.9454,"Q-01",20,2008,"23-JUN-2008 10:14AM",31,2.7,2.9,88,-630,-4165,4.6323,0.518,2.874
60.33307,-167.2863,"Q-02",20,2008,"23-JUN-2008 07:34AM",30,3.4,3.4,88,-630,-4164,4.3438,0.522,2.898
60.33313,-168.6566,"Q-18",20,2008,"23-JUN-2008 12:49PM",37,1.7,1.9,88,-630,-4166,4.3743,0.507,2.834
60.34188,-169.3172,"Q-19",20,2008,"23-JUN-2008 03:12PM",44,0.2,4.6,88,-630,-4167,4.7589,0.528,2.956
60.32278,-170.0313,"Q-20",20,2008,"30-JUN-2008 02:18PM",53,-1.3,4.8,89,-631,-4271,4.6039,0.507,2.796
60.33589,-170.6124,"Q-21",41,2008,"30-JUN-2008 04:36PM",61,-1.5,5.3,89,-631,-4272,4.9366,0.518,2.823
60.32498,-171.3524,"Q-22",41,2008,"01-JUL-2008 07:04AM",66,-1.6,5.3,89,-631,-4273,4.7448,0.509,2.761
60.34576,-172.0659,"Q-23",43,2008,"02-JUL-2008 01:09PM",59,-1.6,3.1,89,-631,-4280,4.7275,0.519,2.857
60.30406,-173.3795,"Q-25",43,2008,"15-JUL-2008 02:23PM",62,-1.3,4.3,89,-631,-4334,1.8932,0.219,1.131
60.32112,-174.0723,"Q-26",43,2008,"15-JUL-2008 04:55PM",91,-0.4,4.1,88,-630,-4407,5.5163,0.514,2.872
60.34128,-174.71519,"Q-27",62,2008,"18-JUL-2008 09:48AM",103,-0.6,5.2,88,-630,-4419,4.911,0.49,2.711
60.33434,-175.4131,"Q-28",61,2008,"20-JUL-2008 06:12PM",111,0.4,5.6,89,-631,-4361,5.1686,0.541,2.906
60.33493,-176.0565,"Q-29",61,2008,"20-JUL-2008 03:37PM",121,0.7,5.8,89,-631,-4360,4.9552,0.523,2.786
60.33582,-176.7404,"Q-30",61,2008,"20-JUL-2008 12:57PM",137,0.9,6.1,89,-631,-4359,5.0798,0.529,2.827
60.33965,-177.37399,"Q-31",61,2008,"19-JUL-2008 02:12PM",147,0.7,6.7,89,-631,-4355,5.2223,0.546,2.887
60.1714,-172.34979,"QP2423",43,2008,"02-JUL-2008 03:36PM",58,-0.6,3.9,89,-631,-4281,4.7329,0.525,2.84
60.1866,-173.03799,"QP2524",43,2008,"15-JUL-2008 10:15AM",60,-1.1,3.3,89,-631,-4333,4.7956,0.523,2.852
60.10438,-173.7726,"QP2625",43,2008,"15-JUL-2008 02:02PM",89,-0.8,4.1,88,-630,-4406,3.4859,0.336,1.831
60.17767,-174.33369,"QP2726",43,2008,"18-JUL-2008 12:06PM",100,0.2,5,88,-630,-4420,4.9295,0.492,2.719
60.65514,-171.4232,"R-22",41,2008,"01-JUL-2008 09:32AM",63,-1.6,5.5,89,-631,-4274,5.0647,0.509,2.784
60.67441,-172.14079,"R-23",41,2008,"02-JUL-2008 10:28AM",60,-1.6,4.7,89,-631,-4279,5.0854,0.517,2.866
60.67474,-172.7672,"R-24",41,2008,"02-JUL-2008 07:06AM",46,-0.3,1.7,89,-631,-4278,4.7862,0.509,2.842
60.6702,-173.46941,"R-25",41,2008,"15-JUL-2008 04:54PM",67,-1.4,4.3,89,-631,-4335,5.0261,0.513,2.82
60.65614,-174.1189,"R-26",41,2008,"15-JUL-2008 07:54PM",87,-1.2,4.8,88,-630,-4408,5.1243,0.494,2.766
60.67485,-174.79761,"R-27",41,2008,"18-JUL-2008 07:15AM",98,-1.6,5,88,-630,-4418,5.0688,0.494,2.719
60.67245,-175.4259,"R-28",61,2008,"17-JUL-2008 05:11PM",107,-1.2,5,88,-630,-4417,5.3803,0.514,2.881
60.68857,-176.2099,"R-29",61,2008,"18-JUL-2008 02:55PM",118,0.1,5.7,89,-631,-4350,5.0617,0.518,2.783
60.66818,-176.76961,"R-30",61,2008,"18-JUL-2008 05:18PM",129,0.7,6,89,-631,-4351,5.3458,0.537,2.945
60.66968,-177.53349,"R-31",61,2008,"19-JUL-2008 11:22AM",146,0.7,6.7,89,-631,-4354,5.2307,0.532,2.887
60.6783,-178.19679,"R-32",61,2008,"19-JUL-2008 08:50AM",161,1.6,6.9,89,-631,-4353,5.1242,0.527,2.837
60.98484,-171.4328,"S-22",41,2008,"01-JUL-2008 12:00PM",59,-1.6,4.5,89,-631,-4275,4.8131,0.52,2.867
61.00291,-172.1485,"S-23",41,2008,"01-JUL-2008 02:27PM",63,-1.6,3.4,89,-631,-4276,4.9976,0.514,2.852
60.99829,-172.78819,"S-24",41,2008,"01-JUL-2008 04:42PM",66,-1.5,3,89,-631,-4277,5.1857,0.511,2.778
60.99398,-173.50661,"S-25",41,2008,"15-JUL-2008 07:11PM",76,-1.6,5.3,89,-631,-4336,4.9042,0.523,2.847
60.99114,-174.188,"S-26",41,2008,"16-JUL-2008 07:32AM",83,-1.7,5.2,88,-630,-4409,5.0428,0.506,2.785
61.00708,-174.8877,"S-27",82,2008,"17-JUL-2008 01:58PM",92,-1.6,4.9,88,-630,-4416,5.2637,0.514,2.852
61.00324,-175.5463,"S-28",90,2008,"17-JUL-2008 10:53AM",102,-0.7,4.8,88,-630,-4415,4.9805,0.491,2.734
61.00877,-176.30409,"S-29",90,2008,"18-JUL-2008 12:29PM",112,-0.3,5.7,89,-631,-4349,5.2695,0.53,2.886
61.00046,-176.99429,"S-30",90,2008,"18-JUL-2008 09:53AM",122,0.5,5.7,89,-631,-4348,5.0649,0.515,2.751
60.9966,-177.6364,"S-31",90,2008,"18-JUL-2008 07:22AM",135,0.7,5.9,89,-631,-4347,5.1014,0.526,2.789
61.32504,-173.5834,"T-25",82,2008,"16-JUL-2008 07:02AM",74,-1.7,5.3,89,-631,-4337,4.9594,0.534,2.879
61.32098,-174.32629,"T-26",82,2008,"16-JUL-2008 10:06AM",78,-1.7,5.1,88,-630,-4410,5.1754,0.514,2.854
61.32752,-174.9799,"T-27",82,2008,"16-JUL-2008 06:06PM",88,-1.7,5.1,88,-630,-4413,4.7976,0.489,2.749
61.30172,-175.653,"T-28",90,2008,"17-JUL-2008 08:27AM",98,-1.2,5,88,-630,-4414,5.2473,0.504,2.824
61.34265,-176.33859,"T-29",90,2008,"17-JUL-2008 02:30PM",106,-0.6,5.2,89,-631,-4345,5.1402,0.53,2.89
61.33382,-176.9286,"T-30",90,2008,"17-JUL-2008 05:06PM",116,0.2,5.7,89,-631,-4346,5.1426,0.522,2.842
61.65549,-173.6673,"U-25",82,2008,"16-JUL-2008 09:30AM",70,-1.6,5.1,89,-631,-4338,4.8385,0.511,2.782
61.65435,-174.403,"U-26",82,2008,"16-JUL-2008 12:48PM",77,-1.6,5.5,88,-630,-4411,5.1927,0.513,2.864
61.67654,-175.0699,"U-27",82,2008,"16-JUL-2008 03:27PM",85,-1.4,5.4,88,-630,-4412,3.5083,0.349,1.937
61.68847,-175.787,"U-28",82,2008,"17-JUL-2008 09:27AM",95,-1.3,4.8,89,-631,-4343,4.8322,0.51,2.754
61.68029,-176.4406,"U-29",90,2008,"17-JUL-2008 11:55AM",104,-0.8,5.3,89,-631,-4344,5.1751,0.521,2.829
61.97633,-173.7496,"V-25",82,2008,"16-JUL-2008 11:54AM",63,-1.6,5.5,89,-631,-4339,4.7783,0.516,2.787
62.00028,-174.48,"V-26",82,2008,"16-JUL-2008 02:44PM",73,-1.6,5.6,89,-631,-4340,4.9673,0.529,2.811
62.00132,-175.158,"V-27",82,2008,"16-JUL-2008 05:28PM",80,-1.4,5.3,89,-631,-4341,4.9457,0.516,2.819
62.01044,-175.8268,"V-28",82,2008,"17-JUL-2008 07:03AM",92,-1,4.9,89,-631,-4342,4.8917,0.522,2.832
54.68328,-165.14771,"Z-05",31,2008,"11-JUN-2008 11:58AM",83,4,4.2,89,-631,-4121,4.5234,0.51,2.737
54.99018,-166.92889,"A-02",50,2009,"19-JUN-2009 10:06AM",155,3.5,6.2,89,-634,-5191,5.6554,0.574,3.113
54.97957,-166.3364,"A-03",50,2009,"19-JUN-2009 07:04AM",143,3.5,6.3,89,-634,-5190,5.3482,0.552,2.906
54.99879,-165.7193,"A-04",50,2009,"19-JUN-2009 01:13PM",130,3.6,5.5,88,-635,-5341,5.2421,0.521,2.911
55.00525,-165.1514,"A-05",50,2009,"12-JUN-2009 05:41PM",110,3.9,5.1,89,-634,-5003,5.3116,0.571,3.065
55.01582,-164.5976,"A-06",31,2009,"08-JUN-2009 06:38AM",63,4.1,4.9,89,-634,-4979,5.0314,0.538,2.968
54.83187,-165.5125,"AZ0504",50,2009,"19-JUN-2009 09:58AM",154,3.6,6.1,88,-635,-5340,5.1894,0.512,2.856
55.34435,-167.5498,"B-01",50,2009,"19-JUN-2009 04:01PM",146,3.4,6.3,89,-634,-5193,5.697,0.567,3.147
55.33194,-166.96831,"B-02",50,2009,"19-JUN-2009 12:49PM",139,3.4,6.2,89,-634,-5192,5.6937,0.545,2.994
55.32758,-166.3438,"B-03",50,2009,"19-JUN-2009 05:05PM",133,3.4,6.6,88,-635,-5342,4.1961,0.419,2.302
55.34632,-165.79359,"B-04",50,2009,"16-JUN-2009 01:04PM",120,3.6,5.8,89,-634,-5020,5.5187,0.542,2.961
55.3325,-165.1731,"B-05",50,2009,"12-JUN-2009 03:05PM",111,3.5,5.8,89,-634,-5002,5.6401,0.561,3.162
55.32846,-164.5703,"B-06",31,2009,"08-JUN-2009 09:04AM",100,2.8,4.8,89,-634,-4980,5.2373,0.534,2.939
55.32518,-164.0352,"B-07",31,2009,"07-JUN-2009 04:09PM",78,3,5.1,89,-634,-4978,4.8443,0.551,3.004
55.34574,-163.3933,"B-08",31,2009,"07-JUN-2009 11:56AM",53,3.2,4.9,89,-634,-4977,4.1783,0.525,2.902
55.65928,-167.5865,"C-01",50,2009,"20-JUN-2009 06:58AM",136,3.4,6.3,89,-634,-5194,5.449,0.55,3.017
55.6824,-166.9785,"C-02",50,2009,"16-JUN-2009 02:45PM",135,3.6,6.2,88,-635,-4881,5.4071,0.5,2.744
55.68624,-166.3972,"C-03",50,2009,"16-JUN-2009 09:30AM",127,3.2,6.2,89,-634,-5019,5.9053,0.566,3.058
55.6652,-165.8017,"C-04",50,2009,"13-JUN-2009 06:39AM",118,3.4,6.1,89,-634,-5004,5.5467,0.549,2.994
55.66082,-165.183,"C-05",31,2009,"12-JUN-2009 12:33PM",109,3.5,5.7,89,-634,-5001,5.6542,0.558,3.136
55.63505,-164.58321,"C-06",31,2009,"08-JUN-2009 11:31AM",96,1.6,5.5,89,-634,-4981,4.9294,0.541,2.947
55.69225,-164.0126,"C-07",31,2009,"08-JUN-2009 02:24PM",93,0.7,5.6,89,-634,-4982,5.3104,0.549,2.98
55.67636,-163.4057,"C-08",31,2009,"07-JUN-2009 09:28AM",82,0.4,5.2,89,-634,-4976,4.9587,0.539,2.975
55.67551,-162.8062,"C-09",10,2009,"07-JUN-2009 06:50AM",51,2.4,4.7,89,-634,-4975,4.6855,0.518,2.826
55.68395,-168.1972,"C-18",50,2009,"20-JUN-2009 07:16AM",136,3.4,5.8,88,-635,-5343,5.0758,0.515,2.811
56.00244,-167.60539,"D-01",50,2009,"20-JUN-2009 09:39AM",132,3.5,6.2,89,-634,-5195,5.6423,0.554,3.074
56.06985,-166.99809,"D-02",50,2009,"16-JUN-2009 11:47AM",132,3.1,5.9,88,-635,-4880,5.218,0.495,2.716
56.01266,-166.3985,"D-03",50,2009,"16-JUN-2009 07:00AM",124,3,6.1,89,-634,-5018,5.3182,0.546,2.994
55.98445,-165.7863,"D-04",31,2009,"13-JUN-2009 09:08AM",108,2.8,5.3,89,-634,-5005,5.5561,0.573,3.18
55.99698,-165.14011,"D-05",31,2009,"12-JUN-2009 09:35AM",96,3.1,6.1,89,-634,-5000,5.17,0.554,2.941
56.00357,-164.59689,"D-06",31,2009,"12-JUN-2009 06:45AM",93,0.9,4.8,89,-634,-4999,5.1204,0.544,2.934
55.98878,-164.0396,"D-07",31,2009,"08-JUN-2009 04:46PM",90,-0.2,4.7,89,-634,-4983,5.0568,0.521,2.883
55.99553,-163.3885,"D-08",31,2009,"07-JUN-2009 01:57PM",87,0.1,4.6,88,-635,-4835,4.8049,0.496,2.779
55.99738,-162.8606,"D-09",31,2009,"07-JUN-2009 11:11AM",79,1.6,4.5,88,-635,-4834,4.5322,0.499,2.716
56.00307,-162.2547,"D-10",31,2009,"07-JUN-2009 06:40AM",73,2,5,88,-635,-4832,4.4783,0.497,2.733
55.99634,-168.2323,"D-18",50,2009,"20-JUN-2009 10:14AM",151,3.3,6.3,88,-635,-5344,4.7082,0.496,2.73
56.33301,-167.65939,"E-01",50,2009,"20-JUN-2009 12:16PM",128,2.6,6.1,89,-634,-5196,5.8538,0.576,3.242
56.34441,-167.0444,"E-02",50,2009,"16-JUN-2009 09:32AM",113,1.9,5.5,88,-635,-4879,4.8408,0.502,2.766
56.33547,-166.3757,"E-03",31,2009,"13-JUN-2009 02:18PM",103,1.8,4.7,89,-634,-5007,5.3068,0.537,2.952
56.32593,-165.8116,"E-04",31,2009,"13-JUN-2009 11:42AM",92,1,4.7,89,-634,-5006,5.7772,0.566,3.179
56.325,-165.1794,"E-05",31,2009,"12-JUN-2009 05:14PM",86,-0.3,4.5,88,-635,-4862,4.8943,0.497,2.765
56.35043,-164.5775,"E-06",31,2009,"12-JUN-2009 02:25PM",87,-0.9,4.5,88,-635,-4861,4.8985,0.498,2.776
56.33911,-163.95531,"E-07",31,2009,"08-JUN-2009 09:14AM",87,0.1,4.2,88,-635,-4839,4.682,0.513,2.812
56.3215,-163.4185,"E-08",31,2009,"08-JUN-2009 06:40AM",86,1.2,4.9,88,-635,-4838,4.5007,0.503,2.776
56.35062,-162.813,"E-09",31,2009,"07-JUN-2009 06:27PM",77,1.3,4.9,88,-635,-4837,4.7991,0.504,2.823
56.35046,-162.1783,"E-10",31,2009,"06-JUN-2009 06:16PM",82,1,4.3,88,-635,-4831,4.9876,0.527,2.915
56.33291,-161.59891,"E-11",10,2009,"04-JUN-2009 10:48AM",64,1.9,3.7,89,-634,-4962,5.2201,0.545,3.042
56.33564,-161.0296,"E-12",10,2009,"04-JUN-2009 07:43AM",55,2.6,2.9,89,-634,-4961,4.8248,0.528,2.91
56.3444,-168.27901,"E-18",50,2009,"20-JUN-2009 02:31PM",152,3.3,6.2,88,-635,-5346,4.7958,0.518,2.713
56.33432,-168.8584,"E-19",50,2009,"26-JUN-2009 05:07PM",128,3.3,6.9,89,-634,-5228,5.7525,0.551,3.187
56.33666,-169.4763,"E-20",50,2009,"27-JUN-2009 06:49AM",145,3.3,7,89,-634,-5229,4.1927,0.409,2.241
56.33441,-170.0424,"E-21",50,2009,"27-JUN-2009 09:29AM",110,3,6.3,89,-634,-5230,5.5176,0.533,2.962
56.3327,-170.67039,"E-22",61,2009,"27-JUN-2009 12:13PM",122,3.2,6.6,89,-634,-5231,5.7942,0.56,3.052
56.65935,-167.6761,"F-01",31,2009,"20-JUN-2009 02:45PM",101,1.4,5.7,89,-634,-5197,5.3334,0.548,3.071
56.6694,-167.0706,"F-02",31,2009,"16-JUN-2009 06:44AM",95,0.9,5,88,-635,-4878,4.8988,0.496,2.785
56.65361,-166.44479,"F-03",31,2009,"13-JUN-2009 04:54PM",84,-1,4.8,89,-634,-5008,5.1322,0.536,2.926
56.64382,-165.8763,"F-04",31,2009,"13-JUN-2009 06:55AM",79,-1.2,4.6,88,-635,-4863,4.4337,0.473,2.49
56.68147,-165.2081,"F-05",31,2009,"12-JUN-2009 09:04AM",76,-1.1,4.7,88,-635,-4859,5.0934,0.515,2.852
56.66877,-164.6297,"F-06",31,2009,"12-JUN-2009 11:41AM",76,-0.9,4.6,88,-635,-4860,5.143,0.532,2.961
56.64455,-164.00681,"F-07",31,2009,"08-JUN-2009 11:53AM",76,-0.8,3.2,88,-635,-4840,4.1565,0.431,2.404
56.66742,-163.40199,"F-08",31,2009,"08-JUN-2009 02:35PM",74,-0.5,3.6,88,-635,-4841,4.9356,0.511,2.848
56.68972,-162.79581,"F-09",31,2009,"06-JUN-2009 05:54PM",71,0.3,2.5,89,-634,-4974,5.0608,0.532,2.905
56.68497,-162.1918,"F-10",31,2009,"06-JUN-2009 02:22PM",69,0.9,1.2,88,-635,-4829,5.035,0.51,2.904
56.66507,-161.6028,"F-11",31,2009,"04-JUN-2009 01:42PM",87,0.7,3.2,89,-634,-4963,4.9816,0.527,2.93
56.65964,-160.95531,"F-12",31,2009,"04-JUN-2009 11:56AM",69,1.3,1.7,88,-635,-4817,4.7701,0.507,2.868
56.66423,-160.3541,"F-13",31,2009,"04-JUN-2009 09:10AM",60,2,2.5,88,-635,-4816,4.6258,0.515,2.857
56.67446,-159.7401,"F-14",10,2009,"04-JUN-2009 06:28AM",38,2.9,3.7,88,-635,-4815,4.5499,0.506,2.735
56.64599,-168.2888,"F-18",50,2009,"20-JUN-2009 05:10PM",108,1.8,6.1,88,-635,-5347,4.7613,0.499,2.788
56.67435,-168.90199,"F-19",32,2009,"26-JUN-2009 02:21PM",100,2,6.3,89,-634,-5227,5.4081,0.552,3.084
56.67339,-169.51801,"F-20",32,2009,"26-JUN-2009 12:20PM",80,3.3,4.3,88,-635,-5376,4.679,0.515,2.879
56.68313,-170.15331,"F-21",42,2009,"27-JUN-2009 05:47PM",97,2.6,6.6,89,-634,-5233,5.5622,0.559,3.018
56.66383,-170.7386,"F-22",61,2009,"27-JUN-2009 02:59PM",113,2.8,6.2,89,-634,-5232,5.7683,0.562,3.064
56.65073,-171.3437,"F-23",61,2009,"11-JUL-2009 10:11AM",119,3.3,6.9,89,-634,-5709,5.1982,0.554,3.052
56.66473,-171.9552,"F-24",61,2009,"11-JUL-2009 07:17AM",126,3.3,7,89,-634,-5708,4.9601,0.536,2.936
56.67777,-172.5775,"F-25",61,2009,"11-JUL-2009 07:35AM",134,3.3,7,88,-635,-5649,4.9177,0.509,2.819
56.99063,-167.6994,"G-01",31,2009,"20-JUN-2009 05:11PM",77,-0.5,5.4,89,-634,-5198,5.0402,0.553,3.003
56.9983,-167.0842,"G-02",31,2009,"15-JUN-2009 04:57PM",74,-0.8,5.1,88,-635,-4877,5.6399,0.539,3.034
57.00768,-166.4147,"G-03",31,2009,"13-JUN-2009 12:09PM",74,-1,4.6,88,-635,-4865,4.4811,0.482,2.551
56.98693,-165.8503,"G-04",31,2009,"13-JUN-2009 09:33AM",72,-1,4.7,88,-635,-4864,4.7536,0.496,2.743
57.00166,-165.2149,"G-05",31,2009,"12-JUN-2009 06:33AM",71,-0.8,4.7,88,-635,-4858,4.9001,0.524,2.878
57.00532,-164.6133,"G-06",31,2009,"11-JUN-2009 04:48PM",69,-0.4,4.5,88,-635,-4857,4.69,0.503,2.774
57.00035,-164.0303,"G-07",31,2009,"09-JUN-2009 06:52AM",69,-0.2,3,89,-634,-4984,4.6647,0.528,2.895
56.98757,-163.38651,"G-08",31,2009,"08-JUN-2009 05:14PM",65,0.4,2.8,88,-635,-4842,4.5612,0.512,2.778
57.01726,-162.8042,"G-09",31,2009,"06-JUN-2009 03:23PM",60,1,1.3,89,-634,-4973,5.2974,0.555,3.055
57.01273,-162.18629,"G-10",31,2009,"06-JUN-2009 11:50AM",59,1,1.2,88,-635,-4828,5.4339,0.53,2.977
56.98444,-161.5764,"G-11",31,2009,"04-JUN-2009 04:20PM",68,0.9,1.1,89,-634,-4964,5.045,0.533,2.94
56.97218,-160.95531,"G-12",31,2009,"04-JUN-2009 02:41PM",65,1.5,2.1,88,-635,-4818,5.0008,0.519,2.877
57.01127,-160.3187,"G-13",31,2009,"03-JUN-2009 04:43PM",63,1,1.1,89,-634,-4960,4.9967,0.546,2.989
57.00739,-159.68919,"G-14",10,2009,"03-JUN-2009 04:44PM",54,1.5,1.5,88,-635,-4814,4.4505,0.515,2.723
57.02502,-159.1261,"G-15",10,2009,"02-JUN-2009 06:53AM",35,3.6,3.6,89,-634,-4952,4.6816,0.521,3.001
56.97626,-168.3411,"G-18",32,2009,"20-JUN-2009 07:51PM",83,-0.1,5.9,88,-635,-5348,4.7579,0.541,2.898
57.0192,-168.9395,"G-19",32,2009,"26-JUN-2009 09:10AM",80,0.1,6.1,89,-634,-5225,5.3394,0.555,3.031
