"LATITUDE","LONGITUDE","STATION","STRATUM","YEAR","DATETIME","BOT_DEPTH","BOT_TEMP","SURF_TEMP","VESSEL","CRUISE","HAUL","AREA_SWEPT_HA","DURATION_HR","DISTANCE_FISHED_KM"
57.67967,-162.77383,"I-09",10,1989,"11-JUN-1989 08:00PM",44,3.4,3,78,159,11676,4.7163,0.5,3.111
57.66633,-162.01567,"I-10",10,1989,"11-JUN-1989 09:00AM",46,2.5,3,37,150,9871,4.5267,0.5,2.722
57.66733,-161.50433,"I-11",10,1989,"10-JUN-1989 09:00AM",53,2.7,2.6,78,159,11668,4.4802,0.5,2.852
57.67767,-160.87633,"I-12",31,1989,"10-JUN-1989 07:00AM",55,2.1,2.8,37,150,9866,4.583,0.5,2.741
57.664,-160.27233,"I-13",31,1989,"08-JUN-1989 12:00PM",55,2.1,2.2,78,159,11660,4.9094,0.5,2.871
57.67733,-159.61983,"I-14",10,1989,"08-JUN-1989 09:00AM",49,1.9,2.6,37,150,9858,5.0919,0.5,2.945
57.696,-158.99367,"I-15",10,1989,"07-JUN-1989 09:00AM",46,NA,2.5,78,159,11657,4.4221,0.5,2.815
57.66117,-158.3495,"I-16",10,1989,"06-JUN-1989 10:00AM",33,3.2,4.6,37,150,9848,4.2411,0.5,2.722
57.68317,-168.41733,"I-18",42,1989,"04-JUL-1989 09:00AM",70,3.7,7.2,37,150,9950,4.9897,0.5,2.945
57.66567,-169.06067,"I-19",42,1989,"04-JUL-1989 01:00PM",68,3.9,7.6,78,159,11749,3.404,0.33,1.889
57.6795,-169.6785,"I-20",42,1989,"07-JUL-1989 03:00PM",68,3,7.2,37,150,9966,2.879,0.5,1.796
57.6585,-170.25117,"I-21",42,1989,"07-JUL-1989 01:00PM",73,3.8,7.5,78,159,11764,3.0763,0.33,1.741
57.669,-170.89817,"I-22",42,1989,"13-JUL-1989 02:00PM",84,3.5,8,37,150,9986,3.5908,0.42,2.222
57.667,-171.52917,"I-23",41,1989,"13-JUL-1989 12:00PM",101,3.5,7.8,78,159,11787,4.943,0.5,2.871
57.66067,-172.1625,"I-24",61,1989,"15-JUL-1989 03:00PM",106,3.3,8.6,37,150,9994,3.1339,0.33,1.871
57.65283,-172.78483,"I-25",61,1989,"15-JUL-1989 09:00AM",121,3.4,7.8,78,159,11795,4.82,0.5,2.759
57.67533,-173.40567,"I-26",61,1989,"26-JUL-1989 01:00PM",148,3.4,9.1,37,150,10014,4.7771,0.5,2.852
57.509,-168.72667,"IH1918",42,1989,"04-JUL-1989 12:00PM",70,3.7,7.1,37,150,9951,2.3856,0.25,1.408
57.50667,-169.38833,"IH2019",42,1989,"04-JUL-1989 04:00PM",70,4.8,7.5,78,159,11750,3.0759,0.33,1.871
57.49817,-169.97933,"IH2120",42,1989,"07-JUL-1989 10:00AM",68,3.4,7.1,37,150,9965,4.2737,0.5,2.759
57.5105,-170.56783,"IH2221",42,1989,"07-JUL-1989 10:00AM",75,4,NA,78,159,11763,5.7994,0.5,3.297
57.98967,-167.77583,"J-01",41,1989,"01-JUL-1989 07:00AM",68,3.3,6.7,78,159,11733,4.964,0.5,2.908
57.98567,-167.16183,"J-02",31,1989,"30-JUN-1989 06:00PM",62,2.3,6.9,37,150,9933,4.9843,0.5,2.797
58.00617,-166.51617,"J-03",31,1989,"23-JUN-1989 05:00PM",60,2.6,6.4,78,159,11719,4.7606,0.5,2.926
57.98433,-165.90833,"J-04",10,1989,"23-JUN-1989 05:00PM",53,2,6.2,37,150,9918,4.5833,0.5,2.704
57.99683,-165.25067,"J-05",10,1989,"17-JUN-1989 05:00PM",49,2.9,5.7,78,159,11700,3.9109,0.5,2.834
58.00383,-164.63133,"J-06",10,1989,"17-JUN-1989 03:00PM",42,2.1,5.6,37,150,9897,4.3285,0.5,2.667
58.00883,-163.9945,"J-07",10,1989,"14-JUN-1989 02:00PM",46,2.4,3.6,78,159,11690,4.0394,0.5,3.019
57.98983,-163.371,"J-08",10,1989,"14-JUN-1989 02:00PM",40,2.5,4.5,37,150,9887,4.7857,0.5,2.852
58.00683,-162.73833,"J-09",10,1989,"11-JUN-1989 05:00PM",42,3.2,3.3,78,159,11675,4.1964,0.5,3.019
57.99767,-162.07167,"J-10",10,1989,"11-JUN-1989 06:00AM",35,2.5,3.1,37,150,9870,4.7376,0.5,2.815
58.0185,-161.49167,"J-11",10,1989,"10-JUN-1989 12:00PM",53,3,3.2,78,159,11669,4.7032,0.5,3.074
57.99717,-160.865,"J-12",10,1989,"10-JUN-1989 10:00AM",44,3.5,4,37,150,9867,4.6194,0.5,2.815
58.0065,-160.21517,"J-13",10,1989,"08-JUN-1989 09:00AM",51,2.5,2.5,78,159,11659,5.4387,0.5,3.222
58.00167,-159.56933,"J-14",10,1989,"08-JUN-1989 07:00AM",40,2.8,3.2,37,150,9857,4.2809,0.5,2.778
57.999,-158.953,"J-15",10,1989,"06-JUN-1989 04:00PM",38,3.3,5.6,37,150,9850,4.2983,0.5,2.926
57.99633,-158.30767,"J-16",10,1989,"06-JUN-1989 01:00PM",31,3.9,5.5,37,150,9849,4.4167,0.5,2.815
58.018,-168.4395,"J-18",42,1989,"03-JUL-1989 06:00PM",68,3.3,7.3,37,150,9948,4.4472,0.5,2.667
57.936,-169.0575,"J-19",42,1989,"04-JUL-1989 08:00AM",70,3.8,6.1,78,159,11747,4.717,0.5,2.778
57.99117,-169.7035,"J-20",42,1989,"09-JUL-1989 11:00AM",68,2.4,7.1,37,150,9968,4.6678,0.5,2.945
58.00583,-170.33167,"J-21",42,1989,"09-JUL-1989 12:00PM",75,3.3,7.1,78,159,11766,5.1268,0.5,2.908
58.0015,-170.96717,"J-22",42,1989,"13-JUL-1989 12:00PM",84,3.3,8.1,37,150,9985,2.9994,0.33,1.908
58.01683,-171.605,"J-23",41,1989,"13-JUL-1989 09:00AM",99,3.3,NA,78,159,11786,4.8388,0.5,2.797
58.003,-172.203,"J-24",61,1989,"15-JUL-1989 06:00PM",102,3.2,8.6,37,150,9995,4.6344,0.5,2.704
57.986,-172.86033,"J-25",61,1989,"15-JUL-1989 12:00PM",110,3.1,8,78,159,11796,4.7885,0.5,2.741
57.99017,-173.47933,"J-26",61,1989,"26-JUL-1989 04:00PM",117,3,9.3,37,150,10015,3.0516,0.33,1.871
57.83583,-168.72667,"JI1918",42,1989,"04-JUL-1989 06:00AM",70,3.5,7.2,37,150,9949,4.7695,0.5,2.815
57.83767,-169.35233,"JI2019",42,1989,"04-JUL-1989 10:00AM",66,3.8,7.3,78,159,11748,4.76,0.5,2.852
57.81383,-169.99683,"JI2120",42,1989,"07-JUL-1989 05:00PM",70,3,7.3,37,150,9967,2.3035,0.25,1.408
57.8395,-170.6145,"JI2221",42,1989,"07-JUL-1989 03:00PM",79,3.5,7.4,78,159,11765,3.3086,0.33,1.833
58.321,-167.832,"K-01",41,1989,"01-JUL-1989 09:00AM",60,3.1,6.6,78,159,11734,4.7574,0.5,2.815
58.33367,-167.16517,"K-02",20,1989,"01-JUL-1989 06:00AM",49,3,6.5,37,150,9934,4.5389,0.5,2.722
58.34133,-166.55017,"K-03",10,1989,"24-JUN-1989 07:00AM",46,3.3,5.9,78,159,11720,4.1109,0.5,2.759
58.31933,-165.9175,"K-04",10,1989,"24-JUN-1989 06:00AM",42,3,6,37,150,9919,4.1353,0.5,2.537
58.3305,-165.3025,"K-05",10,1989,"17-JUN-1989 02:00PM",46,2.8,5.5,78,159,11699,4.1433,0.5,2.834
58.34783,-164.63267,"K-06",10,1989,"17-JUN-1989 01:00PM",40,2.5,5.2,37,150,9896,4.7778,0.5,2.908
58.35183,-163.99817,"K-07",10,1989,"14-JUN-1989 05:00PM",38,2.7,4.1,78,159,11691,4.1988,0.5,2.926
58.33467,-163.367,"K-08",10,1989,"14-JUN-1989 05:00PM",33,3,4.7,37,150,9888,4.3615,0.5,2.834
58.358,-162.73167,"K-09",10,1989,"11-JUN-1989 02:00PM",31,3.9,3.5,78,159,11674,3.7047,0.5,2.852
58.33667,-161.96383,"K-10",10,1989,"10-JUN-1989 05:00PM",44,4.1,4.9,37,150,9869,4.148,0.5,2.537
58.2475,-161.54367,"K-11",10,1989,"10-JUN-1989 02:00PM",46,4.9,6.3,78,159,11670,2.3807,0.33,1.778
58.318,-160.77183,"K-12",10,1989,"10-JUN-1989 01:00PM",18,6.3,NA,37,150,9868,3.9354,0.42,2.797
58.26767,-159.97317,"K-13",10,1989,"08-JUN-1989 07:00AM",40,5,5,78,159,11658,4.6363,0.5,2.815
58.34167,-159.54383,"K-14",10,1989,"07-JUN-1989 04:00PM",22,4.5,6.7,37,150,9856,4.43,0.5,2.871
58.35017,-168.4795,"K-18",41,1989,"03-JUL-1989 03:00PM",62,3,7.2,37,150,9947,4.5706,0.5,2.741
58.34883,-169.10917,"K-19",41,1989,"03-JUL-1989 05:00PM",68,3.5,NA,78,159,11746,2.0442,0.5,2.722
58.3595,-169.724,"K-20",41,1989,"09-JUL-1989 02:00PM",68,2.7,7.1,37,150,9969,4.6448,0.5,2.778
58.36767,-170.37583,"K-21",41,1989,"09-JUL-1989 03:00PM",75,3.1,7.5,78,159,11767,5.0135,0.5,2.815
58.3375,-171.02217,"K-22",41,1989,"13-JUL-1989 09:00AM",82,3,7.9,37,150,9984,3.0996,0.33,1.833
58.31083,-171.64517,"K-23",41,1989,"13-JUL-1989 07:00AM",97,3,7.9,78,159,11785,3.1723,0.33,1.945
58.3415,-172.26667,"K-24",61,1989,"16-JUL-1989 07:00AM",101,2.9,8.2,37,150,9996,2.978,0.33,1.852
58.32133,-172.91233,"K-25",61,1989,"15-JUL-1989 02:00PM",110,3.1,8.4,78,159,11797,3.1376,0.33,1.796
58.31967,-173.56267,"K-26",61,1989,"26-JUL-1989 07:00PM",115,3,9.2,37,150,10016,4.7689,0.5,2.759
58.31517,-174.26883,"K-27",61,1989,"26-JUL-1989 04:00PM",154,3.6,9.3,78,159,11813,4.8185,0.5,2.704
58.65733,-167.87517,"L-01",20,1989,"01-JUL-1989 12:00PM",46,5.3,5.1,78,159,11735,4.7709,0.5,2.945
58.65433,-167.2075,"L-02",20,1989,"01-JUL-1989 09:00AM",42,4,5.3,37,150,9935,4.7131,0.5,2.704
58.6635,-166.564,"L-03",20,1989,"24-JUN-1989 09:00AM",38,4,5.7,78,159,11721,4.1491,0.5,2.926
58.65717,-165.93317,"L-04",10,1989,"24-JUN-1989 09:00AM",35,4,5.7,37,150,9920,4.68,0.5,3.037
58.65967,-165.30633,"L-05",10,1989,"17-JUN-1989 12:00PM",40,3,4.8,78,159,11698,3.9632,0.5,2.722
58.6435,-164.58967,"L-06",10,1989,"17-JUN-1989 10:00AM",37,2.6,4.8,37,150,9895,4.5476,0.5,2.778
58.67617,-163.9995,"L-07",10,1989,"15-JUN-1989 07:00AM",35,3.3,3.6,78,159,11692,4.2613,0.5,2.889
58.665,-163.33833,"L-08",10,1989,"15-JUN-1989 06:00AM",29,3.1,3.8,37,150,9889,4.726,0.5,2.963
58.69217,-162.704,"L-09",10,1989,"11-JUN-1989 11:00AM",24,3.7,3.8,78,159,11673,4.8433,0.5,3.334
58.678,-168.50033,"L-18",20,1989,"03-JUL-1989 12:00PM",51,3.4,6.8,37,150,9946,4.664,0.5,2.797
58.68267,-169.16183,"L-19",41,1989,"03-JUL-1989 02:00PM",62,3.3,6.8,78,159,11745,4.9516,0.5,2.815
58.64767,-169.76917,"L-20",41,1989,"09-JUL-1989 04:00PM",64,2.8,7.4,37,150,9970,3.8463,0.42,2.222
58.66083,-170.44083,"L-21",41,1989,"09-JUL-1989 06:00PM",75,2.3,7.6,78,159,11768,5.1004,0.5,2.778
58.66,-171.08733,"L-22",41,1989,"13-JUL-1989 06:00AM",80,2.7,8.1,37,150,9983,4.5814,0.5,2.704
58.68233,-171.70083,"L-23",41,1989,"12-JUL-1989 06:00PM",93,3,8,78,159,11784,4.8069,0.5,2.908
58.66267,-172.376,"L-24",61,1989,"16-JUL-1989 10:00AM",101,2.8,8.2,37,150,9997,2.2715,0.33,1.37
58.6595,-172.9955,"L-25",61,1989,"15-JUL-1989 05:00PM",113,NA,8.2,78,159,11798,3.0256,0.33,1.815
58.68283,-173.65267,"L-26",61,1989,"27-JUL-1989 07:00AM",126,3.2,9,37,150,10017,4.1897,0.42,2.408
58.683,-174.2685,"L-27",61,1989,"26-JUL-1989 07:00PM",155,3.3,9.1,78,159,11814,4.6867,0.5,2.63
58.6885,-174.90183,"L-28",61,1989,"08-AUG-1989 10:00AM",188,3.4,9.7,37,150,10047,4.4843,0.5,2.815
58.66533,-175.5285,"L-29",61,1989,"08-AUG-1989 07:00AM",134,3,10,37,150,10046,4.7691,0.5,2.741
58.667,-176.1935,"L-30",61,1989,"07-AUG-1989 07:00PM",139,3.3,10.8,37,150,10045,5.3815,0.5,3.093
58.68733,-176.78717,"L-31",61,1989,"07-AUG-1989 04:00PM",134,NA,10.6,37,150,10044,3.0935,0.33,1.778
58.993,-167.886,"M-01",20,1989,"01-JUL-1989 03:00PM",40,4.9,5,78,159,11736,4.68,0.5,3.037
58.99167,-167.24017,"M-02",20,1989,"01-JUL-1989 12:00PM",38,4.8,5.4,37,150,9936,4.6578,0.5,2.963
59.0065,-166.58167,"M-03",20,1989,"24-JUN-1989 12:00PM",33,4.6,4.5,78,159,11722,3.5773,0.5,2.871
58.98817,-165.93217,"M-04",20,1989,"24-JUN-1989 12:00PM",27,4.5,5.8,37,150,9921,4.3998,0.5,2.815
59.00483,-165.305,"M-05",10,1989,"17-JUN-1989 09:00AM",27,4.1,3.9,78,159,11697,3.8045,0.5,2.704
58.93483,-164.69517,"M-06",10,1989,"17-JUN-1989 06:00AM",27,NA,4.3,37,150,9894,4.1579,0.5,2.667
58.99983,-163.99467,"M-07",10,1989,"15-JUN-1989 09:00AM",27,4,3.7,78,159,11693,3.8975,0.5,3.019
58.9875,-163.35,"M-08",10,1989,"15-JUN-1989 09:00AM",20,4.1,4.7,37,150,9890,4.2382,0.5,2.722
59.01317,-168.5005,"M-18",20,1989,"03-JUL-1989 09:00AM",44,4,5.3,37,150,9945,4.5187,0.5,2.778
59.0205,-169.16517,"M-19",41,1989,"03-JUL-1989 12:00PM",53,3.5,6.2,78,159,11744,4.6363,0.5,2.815
58.98517,-169.84233,"M-20",41,1989,"09-JUL-1989 07:00PM",62,2.3,7.3,37,150,9971,4.8697,0.5,2.722
59.02733,-170.49033,"M-21",41,1989,"10-JUL-1989 07:00AM",71,2.9,7,78,159,11769,4.9248,0.5,3
59.01217,-171.12867,"M-22",41,1989,"12-JUL-1989 06:00PM",75,2,7.6,37,150,9982,3.3581,0.33,1.982
59.00433,-171.76467,"M-23",41,1989,"12-JUL-1989 03:00PM",88,2.8,8.3,78,159,11783,4.7502,0.5,2.759
58.99517,-172.46367,"M-24",41,1989,"16-JUL-1989 01:00PM",97,2.8,8.2,37,150,9998,2.3085,0.25,1.389
59.02833,-173.08317,"M-25",61,1989,"16-JUL-1989 07:00AM",108,3.1,8,78,159,11799,3.3568,0.33,1.889
58.99017,-173.70983,"M-26",61,1989,"27-JUL-1989 10:00AM",117,3,9,37,150,10018,3.298,0.33,1.908
59.00883,-174.36233,"M-27",61,1989,"27-JUL-1989 07:00AM",128,3.2,9.1,78,159,11815,2.9767,0.33,1.685
59.01417,-174.99317,"M-28",61,1989,"07-AUG-1989 07:00AM",130,3,9.4,37,150,10041,4.9291,0.5,2.908
59.00033,-175.721,"M-29",61,1989,"07-AUG-1989 10:00AM",134,2.7,9.9,37,150,10042,3.351,0.33,1.926
58.997,-176.2915,"M-30",61,1989,"07-AUG-1989 01:00PM",135,2.5,10.5,37,150,10043,3.4485,0.33,1.982
58.93717,-176.7635,"M-31",61,1989,"08-AUG-1989 09:00AM",134,3.5,10.4,78,159,11848,5.1373,0.5,2.908
59.00383,-177.61483,"M-32",61,1989,"08-AUG-1989 06:00AM",143,2.5,9.6,78,159,11847,5.0383,0.5,2.852
59.31933,-167.91983,"N-01",20,1989,"01-JUL-1989 05:00PM",38,5,5.1,78,159,11737,4.6559,0.5,3.148
59.33583,-167.2935,"N-02",20,1989,"01-JUL-1989 03:00PM",29,5.7,5.9,37,150,9937,4.4898,0.5,2.741
59.307,-166.60683,"N-03",20,1989,"24-JUN-1989 02:00PM",27,5.5,5.4,78,159,11723,2.8068,0.5,2.741
59.32,-165.94883,"N-04",20,1989,"24-JUN-1989 02:00PM",22,5.5,6,37,150,9922,4.2463,0.5,2.722
59.32083,-165.31133,"N-05",20,1989,"17-JUN-1989 06:00AM",20,5,4.8,78,159,11696,3.0004,0.5,2.667
59.32833,-164.63967,"N-06",10,1989,"15-JUN-1989 05:00PM",18,NA,5.3,37,150,9893,4.0824,0.5,2.574
59.3555,-164.01517,"N-07",10,1989,"15-JUN-1989 12:00PM",20,5.5,6.1,78,159,11694,3.948,0.5,3
59.34767,-168.568,"N-18",20,1989,"03-JUL-1989 06:00AM",38,4.1,4.8,37,150,9944,4.3381,0.5,2.667
59.35583,-169.22383,"N-19",20,1989,"03-JUL-1989 09:00AM",49,3.7,6.4,78,159,11743,4.868,0.5,2.889
59.33717,-169.86867,"N-20",41,1989,"10-JUL-1989 06:00AM",59,2.5,7.4,37,150,9972,5.1409,0.5,2.834
59.34817,-170.54383,"N-21",41,1989,"10-JUL-1989 09:00AM",68,2.3,7.5,78,159,11770,4.983,0.5,2.926
59.3385,-171.18183,"N-22",41,1989,"12-JUL-1989 03:00PM",73,1.4,7.6,37,150,9981,3.1057,0.33,1.833
59.34667,-171.8345,"N-23",43,1989,"12-JUL-1989 12:00PM",80,2,7.5,78,159,11782,4.7036,0.5,2.741
59.32567,-172.50167,"N-24",43,1989,"16-JUL-1989 04:00PM",86,2.6,8.1,37,150,9999,2.43,0.25,1.5
59.35283,-173.16667,"N-25",43,1989,"16-JUL-1989 10:00AM",101,3,8.3,78,159,11800,1.9998,0.25,1.148
59.32717,-173.7895,"N-26",62,1989,"27-JUL-1989 01:00PM",110,3,9.2,37,150,10019,3.3291,0.33,1.926
59.33583,-174.36117,"N-27",62,1989,"27-JUL-1989 10:00AM",121,3.1,9,78,159,11816,2.5244,0.25,1.445
59.33383,-175.14967,"N-28",61,1989,"07-AUG-1989 07:00AM",135,2.8,9.3,78,159,11842,4.6462,0.5,2.63
59.33467,-175.7515,"N-29",61,1989,"07-AUG-1989 10:00AM",139,2.5,9.8,78,159,11843,4.7433,0.5,2.685
59.31567,-176.50383,"N-30",61,1989,"07-AUG-1989 01:00PM",141,2.3,9.6,78,159,11845,4.4819,0.5,2.537
59.25633,-176.9405,"N-31",61,1989,"07-AUG-1989 03:00PM",148,2.4,9.8,78,159,11846,3.5319,0.33,1.982
59.68733,-167.949,"O-01",20,1989,"02-JUL-1989 07:00AM",33,5.3,4.2,78,159,11738,4.266,0.5,2.908
59.64083,-167.28967,"O-02",20,1989,"01-JUL-1989 05:00PM",29,5.7,5.8,37,150,9938,4.5124,0.5,2.815
59.59317,-166.61417,"O-03",20,1989,"24-JUN-1989 05:00PM",29,5.7,5.8,78,159,11724,2.7887,0.5,2.834
59.61417,-165.98733,"O-04",20,1989,"24-JUN-1989 05:00PM",24,6,6.9,37,150,9923,4.2028,0.5,2.722
59.67867,-168.6295,"O-18",20,1989,"02-JUL-1989 06:00PM",37,4.2,4.4,37,150,9943,4.0665,0.5,2.5
59.65583,-169.26333,"O-19",20,1989,"03-JUL-1989 07:00AM",48,3.9,6,78,159,11742,4.8073,0.5,2.889
59.654,-169.91433,"O-20",41,1989,"10-JUL-1989 09:00AM",55,2.5,7.2,37,150,9973,4.426,0.5,2.908
59.66683,-170.57367,"O-21",41,1989,"10-JUL-1989 12:00PM",66,2.7,7.1,78,159,11771,5.241,0.5,3.019
59.68217,-171.25683,"O-22",41,1989,"12-JUL-1989 12:00PM",71,0.8,7.4,37,150,9980,2.9498,0.33,1.741
59.674,-171.939,"O-23",43,1989,"12-JUL-1989 09:00AM",79,1.5,7.2,78,159,11781,5.1193,0.5,2.889
59.6595,-172.56983,"O-24",43,1989,"17-JUL-1989 08:00AM",82,1.7,7.7,37,150,10001,3.0696,0.33,1.889
59.67,-173.25267,"O-25",43,1989,"16-JUL-1989 02:00PM",95,2.5,8.1,78,159,11802,2.3512,0.25,1.315
59.67,-173.88783,"O-26",62,1989,"20-JUL-1989 11:00AM",106,2.9,8,78,159,11812,2.1995,0.25,1.259
59.67317,-174.4495,"O-27",62,1989,"27-JUL-1989 01:00PM",115,2.9,9,78,159,11817,2.6205,0.25,1.5
59.66683,-175.12883,"O-28",61,1989,"02-AUG-1989 04:00PM",124,2.7,9.9,37,150,10040,3.1892,0.33,1.833
59.66233,-175.88583,"O-29",61,1989,"02-AUG-1989 01:00PM",137,2.5,10,37,150,10039,2.1426,0.33,1.556
59.65933,-176.54383,"O-30",61,1989,"02-AUG-1989 10:00AM",135,1.8,9.9,37,150,10038,4.8978,0.5,2.815
59.67,-177.09,"O-31",61,1989,"02-AUG-1989 07:00AM",165,2.7,10.1,37,150,10037,4.8914,0.5,2.797
59.50867,-172.82717,"ON2524",43,1989,"17-JUL-1989 06:00AM",91,2.5,8,37,150,10000,3.1236,0.33,1.815
59.493,-173.45633,"ON2625",43,1989,"16-JUL-1989 12:00PM",102,2.8,8.2,78,159,11801,2.042,0.25,1.204
59.99267,-168,"P-01",20,1989,"02-JUL-1989 09:00AM",24,5.1,6.5,78,159,11739,4.275,0.5,2.704
60.012,-168.653,"P-18",20,1989,"02-JUL-1989 02:00PM",37,4.2,4.6,37,150,9942,4.1518,0.5,2.834
60.01017,-169.31383,"P-19",20,1989,"02-JUL-1989 05:00PM",44,3.2,5.1,78,159,11741,4.6059,0.5,2.778
59.9865,-169.96433,"P-20",41,1989,"10-JUL-1989 12:00PM",51,2.2,6.8,37,150,9974,4.5333,0.5,2.871
59.9885,-170.63433,"P-21",41,1989,"10-JUL-1989 02:00PM",66,1.6,7.2,78,159,11772,6.4849,0.5,3.148
59.99317,-171.34367,"P-22",41,1989,"12-JUL-1989 10:00AM",68,0.6,7.3,37,150,9979,4.5389,0.5,2.722
60.00983,-171.96533,"P-23",43,1989,"11-JUL-1989 05:00PM",66,1.5,7.5,78,159,11779,4.8779,0.5,2.759
59.99083,-172.64433,"P-24",43,1989,"17-JUL-1989 12:00PM",64,1.5,7.2,37,150,10003,4.3476,0.5,2.778
59.98917,-173.3015,"P-25",43,1989,"17-JUL-1989 07:00AM",77,1.8,7.5,78,159,11804,4.2862,0.5,2.611
60.01767,-173.9515,"P-26",43,1989,"20-JUL-1989 09:00AM",95,2.2,8.4,37,150,10010,3.7056,0.4,2.167
60.007,-174.59733,"P-27",62,1989,"27-JUL-1989 03:00PM",110,2.5,8.6,78,159,11818,4.951,0.5,2.834
60.0085,-175.23483,"P-28",61,1989,"02-AUG-1989 06:00PM",117,2.9,9.5,78,159,11841,5.241,0.5,3
60.00333,-175.92883,"P-29",61,1989,"02-AUG-1989 03:00PM",130,2.7,9.8,78,159,11840,4.9076,0.5,2.778
59.9995,-176.675,"P-30",61,1989,"02-AUG-1989 12:00PM",144,1.9,9.8,78,159,11839,5.248,0.5,2.945
60.001,-177.21,"P-31",61,1989,"02-AUG-1989 10:00AM",139,1.9,10,78,159,11838,5.1373,0.5,2.908
60.00933,-177.90467,"P-32",61,1989,"02-AUG-1989 07:00AM",146,1.8,10.3,78,159,11837,5.0065,0.5,2.834
59.809,-172.2585,"PO2423",43,1989,"12-JUL-1989 07:00AM",77,1.8,7.1,78,159,11780,4.9165,0.5,2.759
59.82683,-172.87867,"PO2524",43,1989,"17-JUL-1989 10:00AM",79,1.5,8,37,150,10002,4.6119,0.5,2.722
59.83483,-173.52867,"PO2625",43,1989,"16-JUL-1989 04:00PM",95,2.1,8.4,78,159,11803,2.5203,0.25,1.408
59.84133,-174.22133,"PO2726",62,1989,"20-JUL-1989 09:00AM",108,2.9,8,78,159,11811,1.9095,0.25,1.093
60.33317,-167.95233,"Q-01",20,1989,"02-JUL-1989 09:00AM",29,5.5,5.8,37,150,9940,4.1347,0.5,2.722
60.33,-167.3565,"Q-02",20,1989,"02-JUL-1989 06:00AM",29,5.8,5.9,37,150,9939,4.1739,0.5,2.667
60.327,-168.68133,"Q-18",20,1989,"02-JUL-1989 12:00PM",33,4.9,5,37,150,9941,4.2482,0.5,2.834
60.312,-169.33383,"Q-19",20,1989,"02-JUL-1989 02:00PM",42,4,6,78,159,11740,4.4308,0.5,2.815
60.31033,-170.01383,"Q-20",20,1989,"10-JUL-1989 02:00PM",49,2,6.7,37,150,9975,4.4337,0.5,2.759
60.34483,-170.69717,"Q-21",41,1989,"10-JUL-1989 06:00PM",64,1.3,7,78,159,11774,5.1615,0.5,2.778
60.35333,-171.37017,"Q-22",41,1989,"11-JUL-1989 12:00PM",64,0.7,6.9,37,150,9978,4.4472,0.5,2.667
60.34767,-172.0595,"Q-23",43,1989,"11-JUL-1989 12:00PM",68,1.4,6.3,78,159,11777,4.3507,0.5,2.648
60.3135,-173.42283,"Q-25",43,1989,"17-JUL-1989 01:00PM",64,3.5,7,78,159,11806,1.9495,0.25,1.241
60.339,-174.03683,"Q-26",43,1989,"20-JUL-1989 06:00AM",88,1.7,8,37,150,10009,4.4865,0.5,2.648
60.30683,-174.70733,"Q-27",62,1989,"27-JUL-1989 06:00PM",104,2.4,8.8,78,159,11819,4.5281,0.5,2.63
60.3435,-175.40783,"Q-28",61,1989,"01-AUG-1989 10:00AM",110,2.6,9.7,37,150,10033,4.591,0.5,2.759
60.338,-176.0005,"Q-29",61,1989,"01-AUG-1989 01:00PM",121,2.5,9.9,37,150,10034,3.1358,0.33,1.871
60.333,-176.70367,"Q-30",61,1989,"01-AUG-1989 03:00PM",135,2.1,10.2,37,150,10035,4.8978,0.5,2.815
60.32967,-177.33983,"Q-31",61,1989,"01-AUG-1989 06:00PM",148,1.7,10.3,37,150,10036,4.6073,0.5,2.648
60.174,-172.31133,"QP2423",43,1989,"11-JUL-1989 02:00PM",57,3.1,7,78,159,11778,4.5451,0.5,2.797
60.16367,-172.98767,"QP2524",43,1989,"17-JUL-1989 03:00PM",57,2.7,5.3,37,150,10004,4.2486,0.5,2.741
60.15717,-173.561,"QP2625",43,1989,"17-JUL-1989 10:00AM",75,2.2,7.4,78,159,11805,3.8922,0.5,2.371
60.15933,-174.33617,"QP2726",43,1989,"20-JUL-1989 07:00AM",102,2.5,7.6,78,159,11810,4.368,0.5,2.537
60.67983,-171.44,"R-22",41,1989,"11-JUL-1989 09:00AM",60,0.3,6.9,37,150,9977,4.694,0.5,2.815
60.66283,-172.115,"R-23",41,1989,"11-JUL-1989 09:00AM",62,0.9,6.1,78,159,11776,4.8166,0.5,2.667
60.653,-172.77133,"R-24",41,1989,"19-JUL-1989 10:00AM",40,3.5,7,37,150,10005,4.299,0.5,2.797
60.68183,-173.4965,"R-25",41,1989,"19-JUL-1989 01:00PM",68,2.3,8.1,78,159,11807,2.7931,0.33,1.778
60.65767,-174.10783,"R-26",41,1989,"19-JUL-1989 03:00PM",88,2.1,8.1,78,159,11808,4.3767,0.5,2.593
60.64933,-174.7905,"R-27",41,1989,"19-JUL-1989 06:00PM",99,2.1,8.3,78,159,11809,1.9765,0.25,1.148
60.6815,-175.45783,"R-28",61,1989,"01-AUG-1989 07:00AM",106,2.5,9.7,37,150,10032,4.6323,0.5,2.741
60.66467,-176.23683,"R-29",61,1989,"01-AUG-1989 07:00AM",123,NA,NA,78,159,11832,4.7553,0.5,2.722
60.66667,-176.7845,"R-30",61,1989,"01-AUG-1989 09:00AM",132,NA,NA,78,159,11833,4.8423,0.5,2.741
60.66483,-177.49233,"R-31",61,1989,"01-AUG-1989 12:00PM",150,1.8,10.2,78,159,11834,4.9843,0.5,2.797
